State.Province,merged_clade,collection_date
Minnesota,H3.cluster_iva-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Minnesota,H3.2010.1-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.2002A,2015
Iowa,H1.gamma-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Indiana,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.2002A,2015
North Carolina,H1.delta2-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Illinois,H3.cluster_ive-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Indiana,H3.cluster_ivb-N2.2002B,2015
Iowa,H3.cluster_ive-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Iowa,H3.cluster_iv-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Iowa,H1.delta1a-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_ivb-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H3.2010.1-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.gamma-N2.1998B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
Arkansas,H3.2010.1-N2.2002A,2015
Iowa,H3.cluster_iva-N2.2002A,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Pennsylvania,H1.delta2-N2.2002A,2015
Iowa,H1.alpha-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1b-N2.2002A,2015
Nebraska,H1.beta-N2.2002A,2015
Minnesota,H1.delta1a-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Indiana,H1.gamma-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
Indiana,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
Ohio,H3.cluster_iva-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Ohio,H3.cluster_iva-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Unknown,H3.cluster_ive-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Minnesota,H1.delta1b-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Indiana,H3.cluster_ivb-N2.2002B,2015
Arkansas,H3.2010.1-N2.2002A,2015
Iowa,H1.delta1a-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002A,2015
Iowa,H1.gamma-N2.2002A,2015
Ohio,H3.cluster_iva-N2.2002A,2015
Iowa,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Minnesota,H1.alpha-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H1.beta-N2.2002A,2015
Nebraska,H1.delta1b-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
South Dakota,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1b-N2.2002A,2015
Iowa,H1.gamma-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_ivb-N2.2002B,2015
Kansas,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002A,2015
North Carolina,H1.delta2-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Arkansas,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1b-N2.2002A,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.gamma-N2.2002A,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002A,2015
Missouri,H3.2010.1-N2.2002B,2015
Unknown,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
North Carolina,H1.delta1a-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
South Dakota,H1.delta1a-N2.2002A,2015
Arkansas,H3.2010.1-N2.2002A,2015
Arkansas,H3.2010.1-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
Arkansas,H3.cluster_iva-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.2010.1-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Minnesota,H1.delta1b-N2.1998A,2015
Ohio,H3.2010.1-N2.2002A,2015
Ohio,H3.cluster_iva-N2.2002B,2015
Indiana,H3.2010.1-N2.2002A,2015
Indiana,H3.cluster_ivb-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Missouri,H1.delta1b-N2.2002A,2015
Nebraska,H1.delta1b-N2.2002A,2015
Indiana,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
Oklahoma,H3.cluster_iva-N2.2002B,2015
Oklahoma,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Indiana,H3.cluster_ivb-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Iowa,H1.delta1a-N2.2002A,2015
Nebraska,H1.delta1b-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Minnesota,H3.cluster_ivb-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Ohio,H3.cluster_iva-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Wisconsin,H1.delta1b-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Minnesota,H3.2010.1-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002B,2015
Nebraska,H1.delta1b-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
Oklahoma,H3.cluster_iva-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Florida,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H3.2010.1-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
Missouri,H3.2010.1-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Unknown,H1.delta2-N2.1998B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.2010.1-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Iowa,H3.2010.1-N2.2002A,2015
North Carolina,H3.cluster_ivb-N2.2002B,2015
Florida,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.gamma-N2.2002A,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H3.2010.1-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H3.2010.1-N2.2002A,2015
Minnesota,H1.delta1b-N2.2002A,2015
Ohio,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002A,2015
Ohio,H3.cluster_iva-N2.2002B,2015
Ohio,H3.2010.1-N2.2002A,2015
Arkansas,H3.2010.1-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H1.alpha-N2.2002A,2015
North Carolina,H3.cluster_ivb-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
California,H1.alpha-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
South Dakota,H1.alpha-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Kansas,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H3.2010.1-N2.2002B,2015
Minnesota,H3.2010.1-N2.2002B,2015
Ohio,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1b-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.gamma-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H3.2010.1-N2.2002A,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002A,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta2-N2.1998B,2015
Pennsylvania,H3.cluster_iva-N2.2002B,2015
Iowa,H3.2010.1-N2.2002A,2015
Minnesota,H1.delta1a-N2.2002B,2015
Oklahoma,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Nebraska,H1.delta1a-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Minnesota,H3.2010.1-N2.2002A,2015
Pennsylvania,H1.delta2-N2.1998B,2015
Ohio,H3.2010.1-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002A,2015
South Dakota,H1.delta1b-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002A,2015
Nebraska,H1.beta-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002A,2015
Ohio,H1.delta2-N2.1998B,2015
Nebraska,H1.delta1b-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002A,2015
Minnesota,H3.2010.1-N2.2002A,2015
Minnesota,H3.2010.1-N2.2002A,2015
Minnesota,H3.2010.1-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Nebraska,H1.beta-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Indiana,H1.delta2-N2.1998B,2016
Nebraska,H1.beta-N2.2002A,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
South Dakota,H1.delta1b-N2.2002A,2016
Indiana,H3.cluster_iva-N2.2002B,2016
Iowa,H3.cluster_iv-N2.2002A,2016
Iowa,H1.alpha-N2.2002B,2016
North Carolina,H3.2010.1-N2.2002A,2016
North Carolina,H1.gamma-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Indiana,H3.cluster_ivb-N2.2002B,2016
Indiana,H1.delta2-N2.1998B,2016
Nebraska,H1.delta1b-N2.2002A,2016
South Dakota,H1.delta1b-N2.2002A,2016
Iowa,H1.delta1a-N2.2002A,2016
Iowa,H1.delta1a-N2.2002A,2016
Iowa,H1.delta1a-N2.2002A,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H3.cluster_iva-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H3.cluster_iv-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Illinois,H3.cluster_iva-N2.2002B,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H3.cluster_ive-N2.2002B,2016
Arkansas,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Indiana,H3.cluster_iva-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002A,2016
Iowa,H3.cluster_ivb-N2.2002B,2016
Nebraska,H1.delta1a-N2.2002A,2016
Oklahoma,H1.delta1a-N2.2002A,2016
Oklahoma,H1.delta1a-N2.2002A,2016
Minnesota,H3.cluster_ivb-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Indiana,H1.gamma-N2.1998B,2016
Minnesota,H3.2010.1-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Indiana,H3.cluster_ivb-N2.2002B,2016
Indiana,H3.cluster_ivb-N2.2002B,2016
Nebraska,H1.beta-N2.2002A,2016
Pennsylvania,H3.cluster_iva-N2.2002B,2016
Indiana,H3.2010.1-N2.2002A,2016
Minnesota,H3.2010.1-N2.2002A,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Ohio,H1.delta1a-N2.2002B,2016
South Dakota,H1.delta1b-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002A,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.alpha-N2.2002B,2016
Nebraska,H1.delta1b-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Pennsylvania,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1b-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Minnesota,H3.cluster_iva-N2.2002B,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
Indiana,H1.delta1a-N2.2002B,2016
North Carolina,H1.delta2-N2.2002B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Indiana,H1.delta1a-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Indiana,H1.delta1a-N2.2002B,2016
Iowa,H3.cluster_iv-N2.2002A,2016
Iowa,H1.delta1a-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H1.gamma-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Oklahoma,H1.delta1b-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H3.cluster_iva-N2.2002B,2016
Iowa,H3.2010.1-N2.1998B,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
Illinois,H3.cluster_iva-N2.2002B,2016
Iowa,H3.2010.1-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Georgia,H1.delta2-N2.1998B,2016
Indiana,H1.delta1a-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Pennsylvania,H1.delta2-N2.1998B,2016
Illinois,H1.delta1b-N2.2002A,2016
Oklahoma,H1.delta1a-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Indiana,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Minnesota,H1.alpha-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Pennsylvania,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002B,2016
Nebraska,H1.delta1b-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Pennsylvania,H1.delta2-N2.1998B,2016
South Dakota,H1.delta1b-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Indiana,H1.delta1a-N2.2002B,2016
Iowa,H3.cluster_iva-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Pennsylvania,H3.cluster_iva-N2.2002B,2016
Minnesota,H1.alpha-N2.2002B,2016
California,H1.delta1b-N2.2002A,2016
Indiana,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta2-N2.1998B,2016
North Carolina,H1.delta2-N2.1998B,2016
Nebraska,H1.delta1b-N2.2002A,2016
Iowa,H1.alpha-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
North Carolina,H1.delta2-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H3.cluster_ive-N2.2002A,2016
Illinois,H3.cluster_ive-N2.2002A,2016
Indiana,H1.delta2-N2.1998B,2016
Illinois,H1.delta2-N2.1998B,2016
Nebraska,H1.delta1a-N2.2002A,2016
North Carolina,H1.alpha-N2.2002B,2016
Illinois,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.delta2-N2.1998B,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
Illinois,H1.delta2-N2.1998B,2016
Illinois,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H3.cluster_iva-N2.2002A,2016
Indiana,H1.delta1a-N2.2002B,2016
Missouri,H1.delta1a-N2.2002A,2016
Iowa,H1.alpha-N2.2002B,2016
Minnesota,H1.alpha-N2.2002B,2016
Pennsylvania,H1.delta2-N2.2002B,2016
Alabama,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1b-N2.2002A,2016
Indiana,H1.delta2-N2.1998B,2016
Iowa,H3.2010.1-N2.2002A,2016
North Carolina,H1.delta2-N2.2002B,2016
Indiana,H1.delta2-N2.1998B,2016
South Dakota,H1.delta1b-N2.2002A,2016
South Dakota,H1.delta1b-N2.2002A,2016
Illinois,H1.delta2-N2.1998B,2016
Illinois,H1.delta2-N2.1998B,2016
Illinois,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002A,2016
Iowa,H1.delta1b-N2.1998A,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Pennsylvania,H1.delta2-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H3.cluster_iva-N2.2002B,2016
Minnesota,H1.delta1b-N2.2002A,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002A,2016
Nebraska,H1.delta1b-N2.2002A,2016
North Dakota,H3.cluster_iva-N2.2002A,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta1b-N2.2002A,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Missouri,H1.delta1a-N2.2002A,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Pennsylvania,H1.delta2-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Indiana,H3.cluster_iva-N2.2002B,2016
Indiana,H1.delta1a-N2.2002B,2016
Arkansas,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Michigan,H3.cluster_ivb-N2.2002B,2016
South Dakota,H1.delta1b-N2.2002A,2016
Nebraska,H1.delta1b-N2.2002A,2016
South Dakota,H1.delta1b-N2.2002A,2016
Minnesota,H1.delta1a-N2.2002A,2016
Minnesota,H3.2010.1-N2.2002A,2016
Nebraska,H1.delta1a-N2.2002A,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
South Dakota,H1.delta1b-N2.2002A,2016
Indiana,H1.delta1a-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002A,2016
Missouri,H1.delta1a-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
South Dakota,H1.delta1b-N2.2002A,2016
Iowa,H1.alpha-N2.2002B,2016
South Dakota,H1.delta1b-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Minnesota,H1.delta1b-N2.2002B,2016
Colorado,H3.cluster_iva-N2.2002B,2016
Minnesota,H1.alpha-N2.2002B,2016
Nebraska,H1.beta-N2.2002A,2016
Minnesota,H1.delta1a-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
South Dakota,H1.delta1b-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.alpha-N2.2002B,2016
Nebraska,H1.delta1b-N2.2002A,2016
Pennsylvania,H1.delta2-N2.1998B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta2-N2.1998B,2016
North Carolina,H1.alpha-N2.2002B,2016
North Carolina,H1.alpha-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Minnesota,H3.2010.1-N2.2002A,2016
Missouri,H3.cluster_iva-N2.2002B,2016
Nebraska,H1.delta1b-N2.2002A,2016
Arkansas,H1.delta1a-N2.2002B,2016
Illinois,H1.delta2-N2.1998B,2016
Iowa,H1.alpha-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002B,2016
Illinois,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Indiana,H1.delta2-N2.1998B,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
